Nome_Malattia,Anno,Regione,Casi_Totali,Sintomatici,Gravita_Media,Tasso_Mortalita,Percentuale_Su_Totale_Nazionale
Morbo di Crohn,2022,Veneto,4728,4046,6.1,0.06,8.41
Morbo di Crohn,2023,Abruzzo,1238,1059,5.9,0.05,2.15
Morbo di Crohn,2023,Basilicata,507,430,5.8,0.04,1.28
Morbo di Crohn,2023,Calabria,1745,1488,5.9,0.05,3.03
Morbo di Crohn,2023,Campania,5405,4615,5.8,0.05,9.38
Morbo di Crohn,2023,Emilia Romagna,4616,3941,6.1,0.06,8.02
Morbo di Crohn,2023,Friuli Venezia Giulia,1295,1104,6.2,0.06,2.25
Morbo di Crohn,2023,Lazio,5516,4706,6.0,0.06,9.58
Morbo di Crohn,2023,Liguria,1633,1396,6.2,0.07,3.23
Morbo di Crohn,2023,Lombardia,9570,8163,6.1,0.06,17.02
Morbo di Crohn,2023,Marche,1520,1296,6.0,0.06,3.04
Morbo di Crohn,2023,Molise,281,236,5.9,0.05,0.49
Morbo di Crohn,2023,Piemonte,4278,3660,6.1,0.06,7.43
Morbo di Crohn,2023,Puglia,3490,2984,5.9,0.05,6.06
Morbo di Crohn,2023,Sardegna,1576,1351,6.0,0.05,3.14
Morbo di Crohn,2023,Sicilia,4392,3739,5.8,0.05,8.02
Morbo di Crohn,2023,Toscana,3605,3075,6.0,0.06,6.25
Morbo di Crohn,2023,Trentino Alto Adige,1070,911,6.2,0.06,2.26
Morbo di Crohn,2023,Umbria,901,766,6.0,0.06,1.56
Morbo di Crohn,2023,Valle D'Aosta,145,125,6.2,0.07,0.25
Morbo di Crohn,2023,Veneto,4841,4143,6.1,0.06,8.41
Morbo di Crohn,2024,Abruzzo,1268,1084,6.0,0.05,2.15
Morbo di Crohn,2024,Basilicata,519,440,5.9,0.04,1.28
Morbo di Crohn,2024,Calabria,1787,1524,6.0,0.05,3.03
Morbo di Crohn,2024,Campania,5535,4726,5.9,0.05,9.38
Morbo di Crohn,2024,Emilia Romagna,4727,4036,6.2,0.06,8.02
Morbo di Crohn,2024,Friuli Venezia Giulia,1326,1130,6.3,0.06,2.25
Morbo di Crohn,2024,Lazio,5648,4819,6.1,0.06,9.58
Morbo di Crohn,2024,Liguria,1672,1430,6.3,0.07,3.23
Morbo di Crohn,2024,Lombardia,9800,8359,6.2,0.06,17.02
Morbo di Crohn,2024,Marche,1557,1327,6.1,0.06,3.04
Morbo di Crohn,2024,Molise,288,242,6.0,0.05,0.49
Morbo di Crohn,2024,Piemonte,4381,3748,6.2,0.06,7.43
Morbo di Crohn,2024,Puglia,3574,3056,6.0,0.05,6.06
Morbo di Crohn,2024,Sardegna,1614,1383,6.1,0.05,3.14
Morbo di Crohn,2024,Sicilia,4497,3828,5.9,0.05,8.02
Morbo di Crohn,2024,Toscana,3692,3149,6.1,0.06,6.25
Morbo di Crohn,2024,Trentino Alto Adige,1096,933,6.3,0.06,2.26
Morbo di Crohn,2024,Umbria,923,784,6.1,0.06,1.56
Morbo di Crohn,2024,Valle D'Aosta,149,128,6.3,0.07,0.25
Morbo di Crohn,2024,Veneto,4957,4242,6.2,0.06,8.41
Morbo di Crohn,2025,Abruzzo,1298,1110,6.0,0.05,2.15
Morbo di Crohn,2025,Basilicata,531,451,5.9,0.04,1.28
Morbo di Crohn,2025,Calabria,1830,1561,6.0,0.05,3.03
Morbo di Crohn,2025,Campania,5668,4839,5.9,0.05,9.38
Morbo di Crohn,2025,Emilia Romagna,4840,4133,6.2,0.06,8.02
Morbo di Crohn,2025,Friuli Venezia Giulia,1358,1157,6.3,0.06,2.25
Morbo di Crohn,2025,Lazio,5784,4935,6.1,0.06,9.58
Morbo di Crohn,2025,Liguria,1712,1464,6.3,0.07,3.23
Morbo di Crohn,2025,Lombardia,10035,8560,6.2,0.06,17.02
Morbo di Crohn,2025,Marche,1594,1359,6.1,0.06,3.04
Morbo di Crohn,2025,Molise,295,248,6.0,0.05,0.49
Morbo di Crohn,2025,Piemonte,4486,3838,6.2,0.06,7.43
Morbo di Crohn,2025,Puglia,3660,3130,6.0,0.05,6.06
Morbo di Crohn,2025,Sardegna,1653,1416,6.1,0.05,3.14
Morbo di Crohn,2025,Sicilia,4605,3920,5.9,0.05,8.02
Morbo di Crohn,2025,Toscana,3781,3225,6.1,0.06,6.25
Morbo di Crohn,2025,Trentino Alto Adige,1122,955,6.3,0.06,2.26
Morbo di Crohn,2025,Umbria,945,803,6.1,0.06,1.56
Morbo di Crohn,2025,Valle D'Aosta,153,131,6.3,0.07,0.25
Morbo di Crohn,2025,Veneto,5076,4344,6.2,0.06,8.41
